-480;262.5;0
-480;0;0
-480;-262.5;0
0;350;0
0;0;0
0;-350;0
480;262.5;0
480;0;0
480;-262.5;0
-480;262.5;100
-480;0;100
-480;-262.5;100
0;350;100
0;0;100
0;-350;100
480;262.5;100
480;0;100
480;-262.5;100
