[[-366.4249048228912], [147.64767239712205], [38.0048546819562]]
[[-366.42109601915047], [147.04870758530743], [38.005593275757406]]
[[-366.417287307465], [146.4497572499015], [38.0063318517075]]
[[-366.41347868783123], [145.85082139037942], [38.0070704098074]]
[[-366.409670160246], [145.25190000621654], [38.00780895005721]]
[[-366.4058617247058], [144.652993096888], [38.00854747245796]]
[[-367.0714516203594], [144.2021596901838], [36.87449640419311]]
[[-367.06763097440603], [143.60260427923615], [36.87524945209702]]
[[-367.06381042089146], [143.00306337426787], [36.876002481781256]]
[[-367.05998995981247], [142.40353697475268], [36.876755493246606]]
[[-367.0561695911654], [141.80402508016408], [36.87750848649341]]
[[-367.0523493149472], [141.20452768997566], [36.878261461522584]]
[[-367.04852913115445], [140.6050448036611], [36.879014418334805]]
[[-367.04470903978387], [140.00557642069398], [36.879767356930756]]
[[-367.0408890408317], [139.4061225405481], [36.88052027731078]]
[[-367.0370691342951], [138.80668316269706], [36.881273179475784]]
[[-367.0332493201706], [138.20725828661472], [36.88202606342668]]
[[-367.02942959845484], [137.60784791177477], [36.88277892916358]]
[[-367.02560996914417], [137.00845203765093], [36.88353177668773]]
[[-367.0217904322354], [136.40907066371716], [36.88428460599903]]
[[-367.0179709877255], [135.8097037894471], [36.885037417099056]]
[[-367.01415163561074], [135.2103514143148], [36.88579020998782]]
[[-367.0103323758877], [134.61101353779407], [36.88654298466622]]
[[-367.0065132085534], [134.0116901593589], [36.887295741134835]]
[[-367.0026941336041], [133.41238127848305], [36.88804847939434]]
[[-366.99887515103694], [132.81308689464066], [36.88880119944531]]
[[-366.9950562608481], [132.21380700730563], [36.88955390128865]]
[[-366.9912374630343], [131.61454161595202], [36.89030658492504]]
[[-366.9874187575924], [131.01529072005388], [36.891059250354715]]
[[-366.9836001445189], [130.41605431908522], [36.891811897578805]]
[[-366.97978162381054], [129.8168324125202], [36.89256452659765]]
[[-366.9759631954639], [129.21762499983288], [36.893317137412055]]
[[-366.9721448594756], [128.61843208049737], [36.89406973002281]]
[[-366.9683266158424], [128.01925365398796], [36.89482230443002]]
[[-366.9645084645607], [127.4200897197787], [36.89557486063518]]
[[-366.96069040562736], [126.82094027734405], [36.89632739863828]]
[[-366.9568724390392], [126.22180532615796], [36.897079918440454]]
[[-366.9530545647925], [125.62268486569486], [36.89783242004171]]
[[-366.94923678288416], [125.023578895429], [36.89858490344352]]
[[-366.9454190933106], [124.42448741483476], [36.899337368646]]
[[-366.9416014960688], [123.82541042338642], [36.90008981564995]]
[[-366.93778399115524], [123.2263479205584], [36.90084224445593]]
[[-366.9339665785665], [122.62729990582508], [36.90159465506497]]
[[-366.93014925829914], [122.02826637866083], [36.90234704747729]]
[[-366.9263320303501], [121.42924733854021], [36.90309942169381]]
[[-366.922514894716], [120.83024278493751], [36.90385177771509]]
[[-366.9186978513931], [120.23125271732746], [36.9046041155417]]
[[-366.9148809003786], [119.63227713518447], [36.905356435174554]]
[[-366.91106404166874], [119.03331603798311], [36.906108736614215]]
[[-366.9072472752603], [118.43436942519791], [36.90686101986114]]
[[-366.90343060115], [117.83543729630347], [36.90761328491624]]
[[-366.8996140193344], [117.2365196507745], [36.90836553178008]]
[[-366.8957975298104], [116.63761648808556], [36.90911776045323]]
[[-366.8919811325742], [116.03872780771137], [36.909869970936484]]
[[-366.88816482762275], [115.43985360912666], [36.91062216323064]]
[[-366.8843486149527], [114.8409938918061], [36.91137433733604]]
[[-366.88053249456067], [114.24214865522448], [36.91212649325337]]
[[-367.546992905911], [113.75712502359627], [35.77627098340656]]
[[-368.2149434465454], [113.27101693457992], [34.637875830500775]]
[[-368.88438911969547], [112.78382074702073], [33.49693250747623]]
[[-369.55533495101577], [112.29553280344513], [32.35343244905596]]
[[-244.94578001344988], [73.93099104708868], [243.4930487825349]]
[[-244.5216087048834], [73.40135818893535], [244.20795374112737]]
[[-244.098204097657], [72.87268265678215], [244.92156648928784]]
[[-244.09635507620834], [72.39818550083804], [244.92016859047766]]
[[-244.51604453992874], [71.97659119499089], [244.20377687603724]]
[[-244.5141898894709], [71.50168709362833], [244.20238464111708]]
[[-298.07396149355196], [77.63973318645611], [153.3512309544809]]
[[-297.02698301325483], [76.9829360299612], [155.12204376117393]]
[[-252.6632484502379], [71.06741227408335], [230.36640440455102]]
[[-252.66128225917268], [70.584320928685], [230.3651232208013]]
[[-252.65931610649457], [70.1012390149714], [230.36384206206526]]
[[-252.6573499922025], [69.61816653266644], [230.3625609283415]]
[[-252.65538391629536], [69.13510348149387], [230.36127981962983]]
[[-252.65341787877196], [68.65204986117752], [230.35999873592925]]
[[-252.65145187963117], [68.16900567144124], [230.35871767723916]]
[[-252.21331069629812], [67.63607117127637], [231.09730287898628]]
[[-252.21135081567152], [67.15348564276897], [231.09601581996242]]
[[-252.20939097327147], [66.67090952685876], [231.0947287860422]]
[[-252.2074311690968], [66.18834282327023], [231.09344177722454]]
[[-252.2054714031464], [65.70578553172817], [231.09215479350894]]
[[-252.20351167541915], [65.22323765195713], [231.0908678348947]]
[[-251.76620559376383], [64.69352387737148], [231.82806636550254]]
[[-251.32970199963268], [64.16478216494848], [232.56391208477618]]
[[-250.89399868611872], [63.63700984143694], [233.2984087130592]]
[[-250.45909345439986], [63.110204243378845], [234.03155995706476]]
[[-250.02498411370175], [62.584362717064764], [234.7633695099397]]
[[-250.02305453739032], [62.10405749717536], [234.76205281425916]]
[[-249.58974487137618], [61.57962157031518], [235.49251847493463]]
[[-250.0191954971508], [61.14347503154617], [234.75941949958565]]
[[-250.01726603322052], [60.663197785263314], [234.7581028805912]]
[[-250.01533660674835], [60.182929862972834], [234.7567862871573]]
[[-250.44554531456677], [59.745148914003835], [234.02238495355823]]
[[-250.4436100164499], [59.26446408771359], [234.02107434064544]]
[[-250.87458473375452], [58.82547063007427], [233.28536122663843]]
[[-353.84776530342936], [315.37977312020513], [26.498381100040433]]
[[-355.1829074733976], [315.45299647380745], [24.177784015344855]]
[[-355.85086347948845], [315.1817154340171], [23.01399392393978]]
[[-355.84709219576024], [314.5656923588935], [23.014903815405205]]
[[-356.516543714911], [314.29310681799876], [21.848501678230036]]
[[-356.5127599908401], [313.6764069630493], [21.84942699461601]]
[[-356.50897636032494], [313.05972235651836], [21.85035228812285]]
[[-356.5051928233619], [312.4430529978404], [21.851277558751235]]
[[-356.5014093799478], [311.82639888644997], [21.852202806502305]]
[[-356.4976260300788], [311.20976002178134], [21.853128031376514]]
[[-356.49384277375185], [310.5931364032692], [21.854053233374998]]
[[-356.49005961096327], [309.9765280303483], [21.85497841249844]]
[[-356.4862765417096], [309.359934902453], [21.85590356874775]]
[[-356.48249356598734], [308.74335701901805], [21.85682870212395]]
[[-356.47871068379305], [308.1267943794781], [21.857753812627607]]
[[-356.47492789512336], [307.51024698326785], [21.85867890025952]]
[[-356.4711451999746], [306.8937148298219], [21.859603965020824]]
[[-356.4673625983435], [306.2771979185751], [21.860529006912316]]
[[-356.4635800902265], [305.66069624896204], [21.861454025934677]]
[[-356.4597976756201], [305.0442098204179], [21.862379022088817]]
[[-356.45601535452096], [304.4277386323771], [21.86330399537576]]
[[-356.4522331269254], [303.8112826842746], [21.864228945796185]]
[[-356.44845099283015], [303.1948419755455], [21.865153873350778]]
[[-356.4446689522318], [302.57841650562443], [21.866078778040674]]
[[-356.44088700512646], [301.9620062739466], [21.867003659866555]]
[[-356.43710515151116], [301.3456112799467], [21.867928518829444]]
[[-356.4333233913822], [300.72923152306], [21.868853354930025]]
[[-356.42954172473617], [300.11286700272126], [21.869778168169205]]
[[-356.4257601515695], [299.49651771836557], [21.870702958547668]]
[[-356.4219786718788], [298.88018366942816], [21.871627726066777]]
[[-357.0926289153166], [298.589653565186], [20.70297700516153]]
[[-357.0888349589782], [297.9726420595838], [20.70391725451634]]
[[-357.08504109652563], [297.35564582262236], [20.704857480603437]]
[[-357.0812473279552], [296.73866485373446], [20.705797683424066]]
[[-357.07745365326355], [296.1216991523538], [20.706737862978798]]
[[-357.0736600724471], [295.50474871791357], [20.70767801926877]]
[[-357.06986658550255], [294.887813549847], [20.708618152294434]]
[[-357.0660731924261], [294.27089364758774], [20.709558262057044]]
[[-357.0622798932144], [293.6539890105689], [20.71049834855728]]
[[-357.05848668786416], [293.03709963822405], [20.71143841179594]]
[[-357.0546935763717], [292.42022552998634], [20.712378451774043]]
[[-357.0509005587336], [291.8033666852896], [20.713318468492503]]
[[-357.04710763494626], [291.1865231035671], [20.714258461952]]
[[-357.04331480500645], [290.56969478425253], [20.715198432153443]]
[[-357.03952206891046], [289.9528817267794], [20.716138379097742]]
[[-357.0357294266548], [289.33608393058114], [20.71707830278592]]
[[-357.03193687823614], [288.71930139509163], [20.71801820321832]]
[[-357.02814442365093], [288.1025341197443], [20.71895808039642]]
[[-357.0243520628956], [287.4857821039729], [20.719897934320784]]
[[-357.0205597959668], [286.86904534721106], [20.72083776499221]]
[[-357.016767622861], [286.25232384889256], [20.721777572411497]]
[[-357.0129755435748], [285.63561760845124], [20.722717356579892]]
[[-357.0091835581045], [285.01892662532066], [20.723657117498078]]
[[-357.0053916664468], [284.40225089893477], [20.724596855166737]]
[[-357.0015998685982], [283.7855904287276], [20.72553656958678]]
[[-356.99780816455507], [283.1689452141326], [20.72647626075934]]
[[-356.99401655431416], [282.5523152545841], [20.72741592868499]]
[[-356.99022503787194], [281.9357005495155], [20.72835557336475]]
[[-356.9864336152247], [281.3191010983612], [20.729295194799306]]
[[-356.98264228636924], [280.7025169005549], [20.73023479298979]]
[[-356.97885105130194], [280.08594795553074], [20.731174367936887]]
[[-356.9750599100193], [279.46939426272286], [20.732113919641392]]
[[-356.97126886251783], [278.8528558215651], [20.73305344810433]]
[[-356.9674779087942], [278.23633263149156], [20.733992953326606]]
[[-356.96368704884486], [277.61982469193657], [20.734932435308906]]
[[-356.9598962826663], [277.00333200233416], [20.735871894052025]]
[[-356.956105610255], [276.3868545621184], [20.7368113295571]]
[[-356.9523150316076], [275.7703923707236], [20.73775074182481]]
[[-356.9485245467205], [275.15394542758395], [20.738690130856185]]
[[-356.94473415559025], [274.53751373213373], [20.7396294966519]]
[[-356.9409438582135], [273.9210972838072], [20.740568839212756]]
[[-356.9371536545865], [273.3046960820388], [20.741508158539546]]
[[-356.93336354470597], [272.68831012626254], [20.74244745463386]]
[[-356.92957352856854], [272.0719394159131], [20.743386727495704]]
[[-356.9257836061704], [271.45558395042485], [20.744325977126323]]
[[-356.9219937775084], [270.83924372923195], [20.745265203526515]]
[[-356.91820404257874], [270.2229187517694], [20.746204406697302]]
[[-356.9144144013783], [269.606609017471], [20.74714358663914]]
[[-356.9106248539034], [268.9903145257716], [20.74808274335328]]
[[-356.90683540015056], [268.3740352761059], [20.74902187684029]]
[[-356.90304604011646], [267.75777126790825], [20.749960987101304]]
[[-356.89925677379733], [267.14152250061323], [20.750900074137007]]
[[-356.89546760119], [266.52528897365545], [20.751839137948423]]
[[-356.89167852229076], [265.9090706864697], [20.752778178536346]]
[[-356.8878895370963], [265.2928676384904], [20.75371719590146]]
[[-356.884100645603], [264.6766798291527], [20.754656190044784]]
[[-356.8803118478075], [264.06050725789083], [20.755595160967232]]
[[-356.87652314370615], [263.44434992413983], [20.756534108669484]]
[[-356.8727345332957], [262.8282078273345], [20.757473033152678]]
[[-356.8689460165727], [262.21208096690947], [20.75841193441738]]
[[-356.8651575935335], [261.5959693422998], [20.759350812464618]]
[[-356.86136926417464], [260.97987295294024], [20.760289667295183]]
[[-356.85758102849263], [260.3637917982657], [20.761228498909873]]
[[-356.85379288648426], [259.7477258777111], [20.762167307309824]]
[[-356.85000483814565], [259.1316751907114], [20.76310609249572]]
[[-356.8462168834737], [258.5156397367017], [20.76404485446824]]
[[-356.84242902246456], [257.8996195151169], [20.764983593228408]]
[[-356.83864125511514], [257.283614525392], [20.765922308777363]]
[[-356.8348535814216], [256.66762476696215], [20.766861001115558]]
[[-356.8310660013807], [256.0516502392623], [20.767799670244017]]
[[-356.827278514989], [255.43569094172776], [20.768738316163763]]
[[-356.8234911222429], [254.8197468737937], [20.76967693887525]]
[[-356.819703823139], [254.2038180348951], [20.770615538379502]]
[[-356.81591661767374], [253.58790442446727], [20.771554114677656]]
[[-356.8121295058437], [252.97200604194543], [20.77249266777028]]
[[-356.8083424876455], [252.35612288676495], [20.77343119765817]]
[[-356.8045555630755], [251.740254958361], [20.77436970434246]]
[[-356.8007687321302], [251.12440225616896], [20.775308187823953]]
[[-356.79698199480646], [250.508564779624], [20.776246648103438]]
[[-356.7931953511005], [249.8927425281617], [20.7771850851816]]
[[-356.7894088010088], [249.27693550121754], [20.77812349905969]]
[[-356.7856223445282], [248.66114369822665], [20.779061889738273]]
[[-356.78183598165504], [248.04536711862465], [20.780000257218262]]
[[-356.7780497123857], [247.42960576184714], [20.780938601500566]]
[[-356.77426353671706], [246.81385962732946], [20.781876922585866]]
[[-356.7704774546453], [246.19812871450722], [20.782815220475527]]
[[-356.7666914661672], [245.58241302281596], [20.783753495169776]]
[[-356.76290557127925], [244.9667125516914], [20.78469174666975]]
[[-356.7591197699777], [244.35102730056892], [20.785629974976587]]
[[-356.75533406225946], [243.7353572688844], [20.786568180090626]]
[[-356.75154844812084], [243.11970245607338], [20.787506362013005]]
[[-356.7477629275585], [242.5040628615717], [20.788444520744747]]
[[-356.74397750056886], [241.88843848481494], [20.789382656286307]]
[[-356.7401921671487], [241.27282932523912], [20.79032076863882]]
[[-356.736406927294], [240.65723538227974], [20.791258857803314]]
[[-356.73262178100185], [240.04165665537272], [20.79219692378024]]
[[-357.40359231079685], [239.68466920677795], [19.622380167773827]]
[[-357.39979468041304], [239.0684147110168], [19.623333744000206]]
[[-357.39599714400157], [238.45217546446625], [19.624287296630314]]
[[-357.39219970155887], [237.83595146656023], [19.62524082566506]]
[[-357.38840235308146], [237.2197427167328], [19.62619433110524]]
[[-357.38460509856606], [236.60354921441808], [19.627147812951875]]
[[-356.7061283764106], [235.73303156910546], [20.798762736444132]]
[[-356.70234397849214], [235.11757455031054], [20.799700616952805]]
[[-356.6985596741049], [234.50213274249157], [20.800638474281982]]
[[-356.6947754632453], [233.88670614508476], [20.801576308432345]]
[[-356.6909913459099], [233.27129475752608], [20.802514119404805]]
[[-356.6872073220953], [232.65589857925193], [20.803451907200156]]
[[-356.6834233917978], [232.04051760969847], [20.804389671819195]]
[[-356.6796395550141], [231.42515184830162], [20.805327413263058]]
[[-356.67585581174086], [230.80980129449787], [20.806265131532314]]
[[-356.67207216197437], [230.1944659477234], [20.807202826627872]]
[[-356.6682886057114], [229.57914580741462], [20.80814049855087]]
[[-356.66450514294814], [228.96384087300777], [20.809078147301648]]
[[-356.6607217736814], [228.34855114393915], [20.81001577288157]]
[[-356.6569384979078], [227.73327661964524], [20.81095337529132]]
[[-356.6531553156235], [227.11801729956238], [20.811890954531805]]
[[-356.6493722268254], [226.50277318312695], [20.812828510603595]]
[[-356.6455892315099], [225.88754426977556], [20.813766043507712]]
[[-356.64180632967356], [225.27233055894462], [20.81470355324541]]
[[-356.63802352131273], [224.65713205007052], [20.81564103981691]]
[[-356.6342408064244], [224.0419487425901], [20.816578503223354]]
[[-356.6304581850045], [223.42678063593968], [20.817515943465764]]
[[-356.62667565704993], [222.81162772955588], [20.818453360544822]]
[[-356.62289322255725], [222.19649002287554], [20.819390754461324]]
[[-356.6191108815229], [221.5813675153351], [20.820328125216406]]
[[-356.6153286339434], [220.96626020637137], [20.82126547281041]]
[[-357.2859094503542], [220.5878681777879], [19.65193006247705]]
[[-357.2821147314913], [219.97208614448803], [19.65288290762703]]
[[-357.2783201064925], [219.35631934286562], [19.65383572920814]]
[[-357.2745255753545], [218.74056777235543], [19.654788527221058]]
[[-357.2707311380739], [218.12483143239245], [19.65574130166658]]
[[-357.26693679464705], [217.50911032241157], [19.656694052545618]]
[[-357.26314254507065], [216.89340444184774], [19.65764677985885]]
[[-357.25934838934097], [216.277713790136], [19.65859948360753]]
[[-357.2555543274547], [215.66203836671113], [19.65955216379234]]
[[-357.2517603594084], [215.04637817100837], [19.66050482041419]]
[[-357.2479664851986], [214.43073320246268], [19.661457453473872]]
[[-357.2441727048216], [213.81510346050928], [19.6624100629723]]
[[-357.2403790182741], [213.1994889445832], [19.663362648910493]]
[[-357.23658542555256], [212.5838896541196], [19.664315211289136]]
[[-357.23279192665353], [211.96830558855342], [19.665267750109138]]
[[-357.2289985215736], [211.35273674732017], [19.666220265371408]]
[[-357.225205210309], [210.737183129855], [19.66717275707697]]
[[-357.22141199285653], [210.12164473559315], [19.668125225226163]]
[[-357.2176188692127], [209.50612156396977], [19.66907766982058]]
[[-357.2138258393739], [208.89061361442032], [19.670030090860678]]
[[-357.2100329033367], [208.2751208863801], [19.670982488347477]]
[[-357.20624006109773], [207.65964337928443], [19.671934862281773]]
[[-357.20244731265336], [207.04418109256883], [19.67288721266425]]
[[-357.1986546580001], [206.42873402566863], [19.67383953949593]]
[[-357.1948620971347], [205.8133021780192], [19.674791842777836]]
[[-357.1910696300534], [205.19788554905608], [19.675744122510878]]
[[-357.18727725675285], [204.58248413821497], [19.676696378695738]]
[[-357.18348497722945], [203.96709794493108], [19.677648611333325]]
[[-357.17969279147997], [203.35172696864018], [19.67860082042455]]
[[-357.17590069950086], [202.73637120877783], [19.679553005970206]]
[[-357.1721087012884], [202.12103066477954], [19.680505167971432]]
[[-357.1683167968394], [201.505705336081], [19.681457306428683]]
[[-357.1645249861502], [200.89039522211797], [19.682409421343095]]
[[-357.1607332692174], [200.27510032232604], [19.68336151271535]]
[[-357.1569416460376], [199.6598206361411], [19.684313580546586]]
[[-357.15315011660726], [199.04455616299865], [19.68526562483771]]
[[-357.1493586809227], [198.42930690233473], [19.68621764558918]]
[[-357.14556733898075], [197.81407285358492], [19.68716964280236]]
[[-357.1417760907778], [197.1988540161853], [19.6881216164777]]
[[-357.13798493631043], [196.58365038957155], [19.68907356661657]]
[[-357.1341938755751], [195.96846197317964], [19.69002549321931]]
[[-357.13040290856827], [195.35328876644556], [19.690977396286826]]
[[-357.1266120352866], [194.73813076880512], [19.6919292758206]]
[[-357.1228212557264], [194.12298797969444], [19.69288113182074]]
[[-357.1190305698846], [193.5078603985493], [19.69383296428873]]
[[-357.11523997775737], [192.89274802480605], [19.694784773225024]]
[[-357.11144947934133], [192.27765085790048], [19.695736558630642]]
[[-357.107659074633], [191.6625688972688], [19.696688320506496]]
[[-357.10386876362895], [191.04750214234716], [19.697640058853494]]
[[-357.1000785463257], [190.43245059257166], [19.698591773672433]]
[[-357.0962884227198], [189.81741424737848], [19.699543464964222]]
[[-357.0924983928076], [189.20239310620386], [19.700495132729543]]
[[-357.0887084565858], [188.58738716848399], [19.701446776969533]]
[[-357.08491861405093], [187.97239643365498], [19.702398397684988]]
[[-357.0811288651994], [187.35742090115338], [19.70334999487659]]
[[-357.0773392100278], [186.7424605704154], [19.704301568545475]]
[[-357.07354964853266], [186.12751544087743], [19.70525311869244]]
[[-357.06976018071055], [185.51258551197571], [19.706204645318508]]
[[-357.06597080655797], [184.8976707831467], [19.70715614842436]]
[[-357.0621815260714], [184.28277125382692], [19.708107628010453]]
[[-357.0583923392474], [183.66788692345267], [19.709059084078604]]
[[-357.05460324608237], [183.05301779146043], [19.71001051662904]]
[[-357.05081424657317], [182.4381638572868], [19.71096192566256]]
[[-357.047025340716], [181.82332512036837], [19.711913311180297]]
[[-357.04323652850746], [181.20850158014167], [19.712864673183162]]
[[-357.03944780994425], [180.59369323604312], [19.713816011671838]]
[[-357.0356591850227], [179.97890008750954], [19.714767326647348]]
[[-357.03187065373953], [179.3641221339775], [19.715718618110486]]
[[-357.0280822160911], [178.7493593748837], [19.716669886062277]]
[[-357.0242938720738], [178.13461180966482], [19.71762113050329]]
[[-357.02050562168455], [177.5198794377576], [19.71857235143466]]
[[-357.0167174649195], [176.9051622585988], [19.71952354885707]]
[[-357.0129294017755], [176.29046027162516], [19.720474722771655]]
[[-357.0091414322489], [175.6757734762736], [19.7214258731791]]
[[-357.0053535563363], [175.06110187198098], [19.722377000080087]]
[[-357.0015657740342], [174.44644545818392], [19.72332810347575]]
[[-356.99777808533906], [173.83180423431952], [19.724279183367116]]
[[-356.9939904902475], [173.21717819982476], [19.725230239754637]]
[[-356.9902029887561], [172.60256735413648], [19.72618127263945]]
[[-356.9864155808612], [171.9879716966917], [19.727132282022353]]
[[-356.98262826655946], [171.37339122692745], [19.728083267904367]]
[[-356.9788410458475], [170.75882594428074], [19.72903423028606]]
[[-356.97505391872164], [170.14427584818856], [19.72998516916857]]
[[-356.9712668851786], [169.52974093808828], [19.73093608455258]]
[[-356.9674799452146], [168.9152212134166], [19.731886976439114]]
[[-356.96369309882664], [168.30071667361094], [19.73283784482885]]
[[-356.95990634601105], [167.68622731810854], [19.733788689723156]]
[[-356.9561196867643], [167.07175314634642], [19.73473951112203]]
[[-356.95233312108275], [166.45729415776182], [19.735690309027177]]
[[-356.9485466489633], [165.84285035179215], [19.736641083439054]]
[[-356.94476027040224], [165.2284217278747], [19.737591834358795]]
[[-356.9409739853962], [164.61400828544652], [19.738542561786858]]
[[-356.9371877939417], [163.99961002394525], [19.739493265724263]]
[[-356.93340169603516], [163.38522694280812], [19.74044394617215]]
[[-356.92961569167335], [162.7708590414725], [19.74139460313131]]
[[-356.92582978085267], [162.15650631937595], [19.74234523660232]]
[[-356.9220439635696], [161.54216877595584], [19.743295846586307]]
[[-357.5929321995201], [161.09669620590282], [18.572811058710045]]
[[-357.58913390393275], [160.48168565709136], [18.573777194212767]]
[[-357.58533570229287], [159.8666903199911], [18.57474330581897]]
[[-357.5815375945969], [159.25171019403783], [18.57570939352979]]
[[-357.57773958084107], [158.63674527866712], [18.576675457345686]]
[[-357.5739416610222], [158.0217955733147], [18.57764149726802]]
[[-357.5701438351366], [157.40686107741632], [18.578607513297243]]
[[-357.56634610318093], [156.7919417904077], [18.579573505434496]]
[[-357.5625484651517], [156.1770377117245], [18.5805394736808]]
[[-357.55875092104515], [155.5621488408027], [18.581505418036613]]
[[-357.5549534708582], [154.94727517707804], [18.582471338503183]]
[[-357.5511561145871], [154.3324167199865], [18.583437235081192]]
[[-357.54735885222846], [153.7175734689638], [18.58440310777155]]
[[-357.5435616837789], [153.10274542344592], [18.585368956575508]]
[[-357.53976460923474], [152.4879325828688], [18.586334781493406]]
[[-357.5359676285926], [151.87313494666836], [18.587300582526268]]
[[-357.5321707418488], [151.25835251428074], [18.58826635967523]]
[[-357.5283739490002], [150.64358528514188], [18.58923211294109]]
[[-357.524577250043], [150.02883325868777], [18.590197842324415]]
[[-357.520780644974], [149.41409643435458], [18.591163547826454]]
[[-357.5169841337895], [148.79937481157847], [18.592129229448005]]
[[-357.5131877164862], [148.1846683897954], [18.59309488719009]]
[[-357.50939139306035], [147.5699771684417], [18.59406052105328]]
[[-357.5055951635088], [146.95530114695345], [18.59502613103882]]
[[-357.5017990278277], [146.34064032476704], [18.595991717147058]]
[[-357.498002986014], [145.72599470131848], [18.596957279379467]]
[[-357.4942070380638], [145.11136427604427], [18.597922817736617]]
[[-357.49041118397395], [144.4967490483806], [18.598888332219417]]
[[-357.4866154237407], [143.88214901776377], [18.599853822828777]]
[[-357.48281975736086], [143.2675641836302], [18.60081928956572]]
[[-357.4790241848306], [142.65299454541633], [18.601784732431042]]
[[-357.4752287061468], [142.03844010255858], [18.60275015142554]]
[[-357.47143332130565], [141.42390085449313], [18.603715546550006]]
[[-357.4676380303039], [140.80937680065682], [18.60468091780558]]
[[-357.4638428331379], [140.19486794048595], [18.60564626519306]]
[[-357.4600477298044], [139.58037427341705], [18.606611588713236]]
[[-357.45625272029974], [138.96589579888678], [18.607576888367134]]
[[-357.45245780462045], [138.3514325163316], [18.60854216415555]]
[[-357.44866298276315], [137.7369844251882], [18.609507416079396]]
[[-357.4448682547242], [137.1225515248932], [18.610472644139804]]
[[-357.44107362050033], [136.5081338148832], [18.61143784833712]]
[[-357.43727908008776], [135.8937312945951], [18.61240302867259]]
[[-357.4334846334833], [135.27934396346532], [18.61336818514701]]
[[-357.4296902806835], [134.66497182093087], [18.614333317761293]]
[[-357.4258960216845], [134.0506148664284], [18.615298426516347]]
[[-357.42210185648327], [133.43627309939473], [18.61626351141308]]
[[-358.0939395151521], [132.95878951550648], [17.443834632202538]]
[[-358.0901328435229], [132.34377474889163], [17.44481529156701]]
[[-358.08632626610216], [131.72877520280878], [17.445795926662072]]
[[-358.08251978288627], [131.11379087669297], [17.44677653748829]]
[[-358.0787133938718], [130.49882176997906], [17.447757124046802]]
[[-358.0749070990553], [129.8838678821021], [17.448737686338404]]
[[-358.07110089843314], [129.2689292124972], [17.449718224364005]]
[[-358.0672947920019], [128.65400576059952], [17.4506987381244]]
[[-358.0634887797583], [128.03909752584406], [17.45167922762073]]
[[-358.05968286169843], [127.42420450766602], [17.452659692853786]]
[[-358.05587703781913], [126.80932670550067], [17.453640133824365]]
[[-358.05207130811664], [126.19446411878309], [17.45462055053349]]
[[-358.0482656725877], [125.57961674694853], [17.455600942982187]]
[[-358.0444601312287], [124.9647845894324], [17.456581311171135]]
[[-358.04065468403616], [124.34996764566976], [17.457561655101358]]
[[-358.0368493310065], [123.73516591509613], [17.458541974773425]]
[[-358.03304407213653], [123.12037939714678], [17.4595222701887]]
[[-358.0292389074223], [122.50560809125707], [17.460502541347978]]
[[-358.02543383686077], [121.89085199686245], [17.461482788251942]]
[[-358.0216288604481], [121.27611111339829], [17.4624630109015]]
[[-358.01782397818096], [120.66138544030012], [17.46344320929802]]
[[-358.0140191900558], [120.04667497700335], [17.464423383441726]]
[[-358.0102144960691], [119.43197972294361], [17.465403533333983]]
[[-358.0064098962175], [118.81729967755638], [17.466383658975587]]
[[-357.3272782004908], [118.08266320415044], [18.640382882444555]]
[[-357.32348647280594], [117.46871611371657], [18.641347347333976]]
[[-356.6459317132561], [116.73648776114118], [19.812626995508936]]
[[-355.29924678773926], [115.88888274243061], [22.146193785870537]]
[[-282.3853368998652], [80.67516266519024], [148.5909878488394]]
[[-283.4134601095264], [80.27350117122683], [146.7998185784557]]
[[-283.9277906061001], [79.80347418654955], [145.90129883697875]]
[[-284.96204866843806], [79.3988802967211], [144.09943667705573]]
[[-284.95950638879424], [78.86062856177315], [144.09892272955454]]
[[-285.47689772873014], [78.38780438932335], [143.1950557877759]]
[[-285.99531542361717], [77.91404227030787], [142.28939583509953]]
[[-286.51476253047497], [77.43933941103315], [141.38193753100484]]
[[-287.55934049264937], [77.02800345104876], [139.5620714677857]]
[[-289.13537163135345], [76.67917103161989], [136.81879779051997]]
[[-290.72093604146744], [76.32822855608283], [134.05893029611752]]
[[-291.24982965233585], [75.84763069514722], [133.13499433297903]]
[[-291.24718770649787], [75.30292342346752], [133.13459448908958]]
[[-291.2445458186354], [74.75822810501106], [133.13419465397448]]
[[-291.7744832931291], [74.27558440051675], [132.2084250838431]]
[[-291.23926221683007], [73.66887332619409], [133.13339501006607]]
[[-291.2366205028833], [73.12421386504671], [133.13299520127214]]
[[-291.23397884690456], [72.57956635554889], [133.13259540125142]]
[[-291.23133724889186], [72.03493079730723], [133.13219561000335]]
[[-291.76123237783656], [71.54958274314795], [132.2064748718497]]
[[-291.75858236941076], [71.00441833742971], [132.20608485515282]]
[[-291.7559324191914], [70.45926590604273], [132.20569484702241]]
[[-291.7532825271766], [69.91412544859243], [132.20530484745825]]
[[-291.7506326933644], [69.36899696468436], [132.20491485646028]]
[[-291.7479829177529], [68.82388045392406], [132.20452487402787]]
[[-291.7453332003402], [68.27877591591704], [132.20413490016097]]
[[-291.74268354112417], [67.73368335026885], [132.20374493485917]]
[[-291.7400339401033], [67.18860275658506], [132.2033549781222]]
[[-291.7373843972753], [66.64353413447128], [132.20296502994984]]
