[[-129.9921137200629], [395.309303114478], [-403.3604500891282]]
[[-129.99042814768015], [394.33839572543496], [-403.3517562689037]]
[[-129.98874263815145], [393.3675245409779], [-403.343062772867]]
[[-129.98705719147327], [392.396689559082], [-403.3343696009996]]
[[-129.98537180764208], [391.425890777722], [-403.32567675328374]]
[[-129.98368648665436], [390.4551281948735], [-403.31698422970095]]
[[-129.9820012285067], [389.4844018085116], [-403.30829203023336]]
[[-129.98031603319544], [388.5137116166124], [-403.2996001548627]]
[[-129.97863090071712], [387.5430576171511], [-403.2909086035708]]
[[-129.9769458310683], [386.57243980810375], [-403.2822173763398]]
[[-129.9752608242453], [385.6018581874462], [-403.2735264731513]]
[[-129.9735758802448], [384.63131275315504], [-403.2648358939873]]
[[-129.97189099906316], [383.66080350320624], [-403.2561456388297]]
[[-129.97020618069692], [382.69033043557636], [-403.2474557076603]]
[[-129.9685214251425], [381.7198935482421], [-403.238766100461]]
[[-129.2584217889094], [380.2132425463289], [-401.04827187335655]]
[[-129.25675282270475], [379.24431558705754], [-401.03963630585923]]
[[-129.25508391862593], [378.275424695282], [-401.03100105981383]]
[[-129.25341507666948], [377.3065698689882], [-401.02236613520205]]
[[-129.25174629683198], [376.33775110616233], [-401.01373153200615]]
[[-129.25007757911004], [375.3689684047913], [-401.00509725020834]]
[[-129.2484089235], [374.40022176286135], [-400.9964632897904]]
[[-129.24674032999852], [373.4315111783593], [-400.98782965073457]]
[[-129.2450717986021], [372.46283664927216], [-400.97919633302286]]
[[-129.2434033293073], [371.49419817358694], [-400.9705633366373]]
[[-129.24173492211062], [370.5255957492908], [-400.9619306615599]]
[[-129.24006657700855], [369.5570293743712], [-400.95329830777285]]
[[-129.23839829399773], [368.5884990468156], [-400.9446662752581]]
[[-129.23673007307463], [367.62000476461174], [-400.93603456399785]]
[[-129.23506191423579], [366.6515465257474], [-400.9274031739741]]
[[-129.23339381747766], [365.68312432821034], [-400.91877210516884]]
[[-129.23172578279699], [364.714738169989], [-400.91014135756416]]
[[-129.23005781019012], [363.74638804907147], [-400.90151093114224]]
[[-129.22838989965368], [362.77807396344616], [-400.8928808258851]]
[[-129.22672205118414], [361.8097959111016], [-400.88425104177475]]
[[-128.5190321801347], [360.33552539540653], [-398.7012888832049]]
[[-128.5173800214226], [359.3687506006749], [-398.6927128082451]]
[[-128.51572792409752], [358.4020117271091], [-398.68413705193524]]
[[-128.51407588815613], [357.43530877270706], [-398.67556161425745]]
[[-128.51242391359486], [356.4686417354671], [-398.66698649519384]]
[[-128.5107720004105], [355.5020106133873], [-398.65841169472685]]
[[-128.50912014859944], [354.53541540446645], [-398.6498372128387]]
[[-128.5074683581584], [353.56885610670304], [-398.6412630495115]]
[[-128.50581662908385], [352.60233271809574], [-398.6326892047276]]
[[-128.50416496137242], [351.63584523664355], [-398.62411567846925]]
[[-128.5025133550208], [350.6693936603455], [-398.61554247071865]]
[[-128.50086181002538], [349.70297798720094], [-398.60696958145815]]
[[-128.4992103263828], [348.73659821520897], [-398.5983970106699]]
[[-128.49755890408971], [347.7702543423693], [-398.5898247583361]]
[[-128.49590754314264], [346.8039463666816], [-398.58125282443916]]
[[-128.49425624353816], [345.83767428614556], [-398.5726812089613]]
[[-128.49260500527288], [344.87143809876125], [-398.5641099118847]]
[[-128.49095382834335], [343.90523780252863], [-398.55553893319177]]
[[-127.78562975840809], [342.46019828996157], [-396.37996218441396]]
[[-127.78399417376141], [341.4954948426692], [-396.37144459178245]]
[[-127.78235864977661], [340.53082717507453], [-396.36292731505813]]
[[-127.78072318645026], [339.56619528518723], [-396.3544103542238]]
[[-127.77908778377909], [338.6015991710167], [-396.3458937092615]]
[[-127.77745244175966], [337.6370388305729], [-396.3373773801538]]
[[-127.7758171603886], [336.67251426186584], [-396.32886136688313]]
[[-127.77418193966257], [335.70802546290537], [-396.320345669432]]
[[-127.77254677957815], [334.74357243170186], [-396.31183028778275]]
[[-127.770911680132], [333.77915516626575], [-396.3033152219179]]
[[-127.76927664132079], [332.81477366460746], [-396.29480047181966]]
[[-127.767641663141], [331.85042792473774], [-396.28628603747075]]
[[-127.76600674558942], [330.8861179446674], [-396.2777719188534]]
[[-127.76437188866258], [329.9218437224074], [-396.26925811595015]]
[[-127.76273709235716], [328.9576052559689], [-396.26074462874345]]
[[-127.76110235666978], [327.99340254336306], [-396.25223145721566]]
[[-127.75946768159699], [327.02923558260125], [-396.2437186013494]]
[[-127.75783306713555], [326.0651043716954], [-396.23520606112686]]
[[-127.75619851328204], [325.1010089086569], [-396.22669383653067]]
[[-127.75456402003299], [324.13694919149776], [-396.21818192754324]]
[[-127.75292958738517], [323.1729252182298], [-396.2096703341469]]
[[-127.75129521533515], [322.2089369868653], [-396.2011590563243]]
[[-127.74966090387954], [321.24498449541653], [-396.19264809405774]]
[[-127.74802665301497], [320.28106774189604], [-396.18413744732976]]
[[-127.74639246273817], [319.3171867243163], [-396.1756271161227]]
[[-127.74475833304564], [318.35334144069003], [-396.1671171004191]]
[[-127.74312426393412], [317.38953188903025], [-396.15860740020145]]
[[-127.74149025540015], [316.4257580673498], [-396.15009801545204]]
[[-127.73985630744038], [315.4620199736621], [-396.14158894615355]]
[[-127.73822242005146], [314.4983176059804], [-396.1330801922883]]
[[-127.73658859322998], [313.53465096231815], [-396.1245717538388]]
[[-127.73495482697268], [312.5710200406889], [-396.11606363078744]]
[[-127.73332112127613], [311.6074248391066], [-396.1075558231168]]
[[-127.73168747613693], [310.64386535558504], [-396.0990483308093]]
[[-127.73005389155175], [309.6803415881382], [-396.0905411538473]]
[[-127.7284203675172], [308.7168535347806], [-396.0820342922134]]
[[-127.72678690402995], [307.7534011935264], [-396.07352774589]]
[[-127.72515350108661], [306.7899845623899], [-396.0650215148596]]
[[-127.72352015868381], [305.8266036393863], [-396.0565155991048]]
[[-127.72188687681816], [304.8632584225299], [-396.0480099986077]]
[[-127.7202536554864], [303.8999489098358], [-396.03950471335105]]
[[-127.0176378002605], [302.5173717481364], [-393.8724870563837]]
[[-127.01602005920746], [301.55555021526857], [-393.86403478050323]]
[[-127.01440237802126], [300.5937642759757], [-393.85558281741106]]
[[-127.01278475669854], [299.6320139282818], [-393.84713116709025]]
[[-127.01116719523601], [298.67029917021165], [-393.83867982952296]]
[[-127.0095496936303], [297.70861999978945], [-393.8302288046923]]
[[-127.00793225187809], [296.74697641503997], [-393.82177809258064]]
[[-127.0063148699761], [295.78536841398807], [-393.81332769317066]]
[[-127.00469754792096], [294.8237959946588], [-393.8048776064451]]
[[-127.00308028570946], [293.86225915507714], [-393.7964278323864]]
[[-127.0014630833381], [292.9007578932686], [-393.78797837097744]]
[[-126.9998459408037], [291.9392922072583], [-393.77952922220067]]
[[-126.99822885810285], [290.97786209507194], [-393.7710803860388]]
[[-126.99661183523227], [290.01646755473524], [-393.7626318624747]]
[[-126.99499487218867], [289.0551085842742], [-393.7541836514907]]
[[-126.9933779689687], [288.09378518171445], [-393.74573575306965]]
[[-126.99176112556903], [287.13249734508264], [-393.7372881671941]]
[[-126.99014434198632], [286.17124507240476], [-393.7288408938468]]
[[-126.98852761821733], [285.2100283617072], [-393.72039393301026]]
[[-126.98691095425865], [284.24884721101665], [-393.7119472846673]]
[[-126.98529435010704], [283.2877016183598], [-393.70350094880047]]
[[-126.98367780575909], [282.32659158176364], [-393.6950549253926]]
[[-126.98206132121159], [281.36551709925504], [-393.686609214426]]
[[-126.98044489646111], [280.4044781688613], [-393.6781638158837]]
[[-126.97882853150445], [279.44347478860976], [-393.66971872974824]]
[[-126.97721222633822], [278.48250695652774], [-393.6612739560022]]
[[-126.97559598095907], [277.521574670643], [-393.6528294946284]]
[[-126.97397979536376], [276.5606779289831], [-393.64438534560946]]
[[-126.27385601012709], [275.2212464750839], [-391.48519190418466]]
[[-126.27225520237785], [274.2618303195052], [-391.4768004226374]]
[[-126.27065445375166], [273.3024495983039], [-391.46840925101503]]
[[-126.26905376424526], [272.34310430951695], [-391.46001838930033]]
[[-126.2674531338554], [271.3837944511814], [-391.45162783747605]]
[[-126.26585256257876], [270.4245200213347], [-391.4432375955253]]
[[-126.26425205041205], [269.4652810180142], [-391.4348476634308]]
[[-126.26265159735209], [268.5060774392573], [-391.4264580411751]]
[[-126.26105120339555], [267.54690928310185], [-391.41806872874145]]
[[-126.2594508685391], [266.5877765475857], [-391.40967972611253]]
[[-126.25785059277955], [265.6286792307468], [-391.40129103327104]]
[[-126.25625037611364], [264.66961733062317], [-391.39290265019986]]
[[-126.25465021853798], [263.7105908452534], [-391.3845145768821]]
[[-126.2530501200494], [262.75159977267555], [-391.3761268133004]]
[[-126.25145008064464], [261.79264411092845], [-391.36773935943745]]
[[-126.24985010032033], [260.83372385805075], [-391.35935221527643]]
[[-126.24825017907328], [259.8748390120812], [-391.35096538079983]]
[[-126.24665031690022], [258.9159895710589], [-391.34257885599084]]
[[-126.2450505137978], [257.957175533023], [-391.33419264083216]]
[[-126.24345076976283], [256.9983968960128], [-391.3258067353066]]
[[-126.241851084792], [256.03965365806766], [-391.3174211393971]]
[[-126.24025145888203], [255.08094581722725], [-391.3090358530863]]
[[-126.2386518920297], [254.1222733715313], [-391.3006508763574]]
[[-126.2370523842317], [253.16363631901956], [-391.2922662091929]]
[[-126.23545293548473], [252.2050346577322], [-391.28388185157604]]
[[-125.53776138083732], [250.90410506934768], [-389.13231171891584]]
[[-125.53617721030747], [249.9469769745954], [-389.12397969684554]]
[[-125.534593098174], [248.98988416192628], [-389.115647981914]]
[[-125.5330090444337], [248.03282662938955], [-389.1073165741042]]
[[-125.53142504908337], [247.07580437503432], [-389.09898547339907]]
[[-125.52984111211973], [246.11881739691012], [-389.09065467978166]]
[[-125.5282572335396], [245.16186569306672], [-389.08232419323514]]
[[-125.52667341333971], [244.20494926155354], [-389.0739940137424]]
[[-125.52508965151685], [243.24806810042077], [-389.06566414128656]]
[[-125.52350594806781], [242.29122220771816], [-389.0573345758506]]
[[-125.52192230298931], [241.33441158149614], [-389.0490053174174]]
[[-125.52033871627822], [240.37763621980483], [-389.0406763659702]]
[[-125.51875518793119], [239.42089612069475], [-389.032347721492]]
[[-125.51717171794509], [238.4641912822165], [-389.0240193839657]]
[[-125.51558830631666], [237.5075217024208], [-389.0156913533744]]
[[-125.51400495304267], [236.55088737935853], [-389.00736362970116]]
[[-125.51242165811989], [235.59428831108082], [-388.9990362129291]]
[[-125.51083842154512], [234.6377244956387], [-388.9907091030411]]
[[-125.50925524331511], [233.68119593108358], [-388.9823823000202]]
[[-125.50767212342664], [232.72470261546687], [-388.9740558038496]]
[[-125.50608906187651], [231.76824454684012], [-388.96572961451204]]
[[-125.50450605866145], [230.81182172325526], [-388.95740373199084]]
[[-125.50292311377825], [229.85543414276393], [-388.94907815626897]]
[[-125.50134022722372], [228.8990818034184], [-388.9407528873294]]
[[-125.49975739899462], [227.9427647032707], [-388.93242792515514]]
[[-125.49817462908767], [226.9864828403732], [-388.92410326972947]]
[[-125.49659191749973], [226.03023621277842], [-388.91577892103527]]
[[-125.49500926422752], [225.07402481853882], [-388.90745487905554]]
[[-125.49342666926785], [224.1178486557073], [-388.89913114377345]]
[[-125.49184413261749], [223.16170772233664], [-388.8908077151719]]
[[-125.49026165427318], [222.20560201648], [-388.88248459323404]]
[[-125.48867923423175], [221.24953153619055], [-388.874161777943]]
[[-125.48709687248996], [220.29349627952143], [-388.86583926928165]]
[[-125.48551456904458], [219.3374962445263], [-388.8575170672333]]
[[-124.79037783147706], [218.0876620942473], [-386.71399294577543]]
[[-124.78881070161735], [217.1331276961083], [-386.7057227286677]]
[[-124.78724362940572], [216.17862841128272], [-386.6974528157867]]
[[-124.78567661483903], [215.2241642378332], [-386.6891832071153]]
[[-124.78410965791417], [214.2697351738224], [-386.6809139026371]]
[[-124.78254275862784], [213.31534121731315], [-386.672644902335]]
[[-124.78097591697697], [212.36098236636818], [-386.6643762061924]]
[[-124.77940913295828], [211.40665861905086], [-386.65610781419247]]
[[-124.77784240656868], [210.45236997342437], [-386.6478397263182]]
[[-124.77627573780491], [209.498116427552], [-386.6395719425531]]
[[-124.77470912666385], [208.5438979794974], [-386.6313044628805]]
[[-124.08176656588385], [207.311995408065], [-384.49459682891063]]
[[-123.39085806210876], [206.0837089517287], [-382.3641612662153]]
[[-122.70197467233685], [204.8590227117583], [-380.2399701988002]]
[[-120.83769378687651], [492.5341474126075], [-441.93825317431225]]
[[-120.1168619276227], [490.8144019354702], [-439.63295281455663]]
[[-119.39822727818756], [489.0998985152694], [-437.33467937587875]]
[[-118.68177980769289], [487.3906132205474], [-435.04340077841647]]
[[-118.68026011272472], [486.3916932790679], [-435.0339012678427]]
[[-118.67874047587487], [485.392811539755], [-435.02440212056325]]
[[-118.67722089714019], [484.39396800041703], [-435.01490333655704]]
[[-118.67570137651722], [483.3951626588628], [-435.00540491580347]]
[[-118.67418191400266], [482.3963955129012], [-434.9959068582816]]
[[-118.67266250959317], [481.39766656034135], [-434.98640916397073]]
[[-118.67114316328544], [480.39897579899235], [-434.9769118328499]]
[[-118.66962387507611], [479.4003232266639], [-434.96741486489833]]
[[-118.66810464496182], [478.4017088411652], [-434.9579182600953]]
[[-118.66658547293935], [477.40313264030635], [-434.9484220184196]]
[[-118.66506635900525], [476.4045946218969], [-434.93892613985076]]
[[-118.66354730315625], [475.4060947837473], [-434.929430624368]]
[[-118.662028305389], [474.4076331236673], [-434.9199354719502]]
[[-118.66050936570016], [473.4092096394678], [-434.9104406825768]]
[[-117.94646229388366], [471.7268124145977], [-432.62693746549706]]
[[-117.94495934916146], [470.7299757775871], [-432.6175010486847]]
[[-117.9434564618144], [469.73317719497516], [-432.60806499210906]]
[[-117.94195363183924], [468.73641666458326], [-432.5986292957496]]
[[-117.94045085923264], [467.7396941842323], [-432.58919395958543]]
[[-117.93894814399135], [466.74300975174333], [-432.5797589835962]]
[[-117.93744548611207], [465.7463633649382], [-432.5703243677614]]
[[-117.93594288559157], [464.74975502163824], [-432.56089011205995]]
[[-117.93444034242647], [463.7531847196654], [-432.55145621647154]]
[[-117.93293785661352], [462.7566524568413], [-432.5420226809756]]
[[-117.9314354281495], [461.76015823098845], [-432.5325895055513]]
[[-117.92993305703104], [460.76370203992906], [-432.5231566901782]]
[[-117.92843074325489], [459.76728388148524], [-432.5137242348356]]
[[-117.9269284868178], [458.77090375347984], [-432.50429213950287]]
[[-117.92542628771643], [457.7745616537356], [-432.4948604041594]]
[[-117.92392414594758], [456.77825758007555], [-432.4854290287847]]
[[-117.92242206150785], [455.78199153032256], [-432.4759980133582]]
[[-117.92092003439402], [454.78576350230003], [-432.466567357859]]
[[-117.91941806460285], [453.78957349383154], [-432.45713706226667]]
[[-117.91791615213099], [452.7934215027405], [-432.4477071265608]]
[[-117.91641429697523], [451.7973075268508], [-432.43827755072044]]
[[-117.91491249913219], [450.8012315639861], [-432.42884833472516]]
[[-117.91341075859869], [449.80519361197094], [-432.41941947855435]]
[[-117.91190907537138], [448.8091936686292], [-432.4099909821874]]
[[-117.910407449447], [447.81323173178555], [-432.4005628456038]]
[[-117.19890656563564], [446.17295894887945], [-430.12537065925255]]
[[-117.1974208277031], [445.1785761000104], [-430.11600051813434]]
[[-117.19593514637693], [444.1842311369629], [-430.106630734017]]
[[-117.19444952165385], [443.1899240575719], [-430.09726130688006]]
[[-117.19296395353072], [442.1956548596724], [-430.08789223670317]]
[[-117.19147844200423], [441.2014235410996], [-430.0785235234659]]
[[-117.1899929870712], [440.20723009968896], [-430.06915516714787]]
[[-117.18850758872833], [439.21307453327586], [-430.05978716772864]]
[[-117.18702224697245], [438.21895683969615], [-430.05041952518775]]
[[-117.18553696180027], [437.2248770167857], [-430.041052239505]]
[[-117.18405173320859], [436.23083506238044], [-430.03168531066]]
[[-117.18256656119418], [435.2368309743166], [-430.02231873863207]]
[[-117.18108144575385], [434.2428647504304], [-430.012952523401]]
[[-117.17959638688426], [433.2489363885587], [-430.0035866649466]]
[[-117.17811138458224], [432.25504588653797], [-429.9942211632482]]
[[-116.46898489158161], [430.64123702495846], [-427.7267194933791]]
[[-116.4675156780566], [429.6489190840822], [-427.7174116405261]]
[[-116.46604652040875], [428.65663888307654], [-427.70810414166965]]
[[-116.46457741863497], [427.66439641978855], [-427.6987969967895]]
[[-116.46310837273194], [426.67219169206555], [-427.68949020586575]]
[[-116.46163938269656], [425.6800246977548], [-427.6801837688779]]
[[-116.46017044852555], [424.6878954347038], [-427.67087768580586]]
[[-116.45870157021585], [423.69580390076044], [-427.6615719566296]]
[[-116.45723274776414], [422.70375009377256], [-427.65226658132866]]
[[-116.45576398116738], [421.7117340115881], [-427.64296155988285]]
[[-116.45429527042225], [420.71975565205526], [-427.63365689227226]]
[[-116.45282661552562], [419.7278150130225], [-427.62435257847653]]
[[-116.45135801647437], [418.7359120923381], [-427.61504861847544]]
[[-116.44988947326519], [417.74404688785114], [-427.605745012249]]
[[-116.44842098589497], [416.75221939741016], [-427.59644175977684]]
[[-116.4469525543605], [415.76042961886435], [-427.58713886103897]]
[[-116.44548417865862], [414.7686775500627], [-427.5778363160149]]
[[-116.44401585878612], [413.776963188855], [-427.5685341246848]]
[[-116.44254759473984], [412.7852865330903], [-427.5592322870284]]
[[-116.44107938651656], [411.79364758061837], [-427.54993080302535]]
[[-116.43961123411313], [410.8020463292891], [-427.54062967265577]]
[[-116.43814313752637], [409.8104827769526], [-427.5313288958992]]
[[-116.43667509675309], [408.8189569214589], [-427.5220284727357]]
[[-116.43520711179008], [407.8274687606583], [-427.5127284031451]]
[[-116.43373918263416], [406.8360182924014], [-427.5034286871071]]
[[-116.43227130928221], [405.8446055145388], [-427.49412932460154]]
[[-116.43080349173098], [404.85323042492126], [-427.48483031560835]]
[[-116.42933572997732], [403.86189302139985], [-427.4755316601074]]
[[-116.42786802401803], [402.8705933018257], [-427.46623335807834]]
[[-116.42640037384993], [401.87933126405], [-427.4569354095013]]
[[-116.42493277946988], [400.88810690592436], [-427.4476378143558]]
[[-116.42346524087465], [399.8969202253004], [-427.438340572622]]
[[-116.42199775806108], [398.90577122003], [-427.4290436842797]]
[[-116.42053033102599], [397.9146598879649], [-427.41974714930853]]
[[-115.71406279601966], [396.3561565216387], [-425.1609773477644]]
[[-115.71261104636939], [395.3666090395608], [-425.15173806602746]]
[[-115.71115935181415], [394.37709911159084], [-425.14249913492876]]
[[-115.70970771235079], [393.387626735591], [-425.13326055444793]]
[[-115.70825612797624], [392.39819190942376], [-425.1240223245653]]
[[-115.70680459868731], [391.4087946309519], [-425.1147844452609]]
[[-115.7053531244809], [390.41943489803765], [-425.10554691651464]]
[[-115.70390170535386], [389.4301127085442], [-425.0963097383066]]
[[-115.70245034130305], [388.44082806033447], [-425.0870729106169]]
[[-115.7009990323253], [387.45158095127175], [-425.07783643342543]]
[[-115.69954777841751], [386.46237137921935], [-425.0686003067125]]
[[-115.69809657957659], [385.4731993420409], [-425.05936453045797]]
[[-115.69664543579934], [384.48406483759976], [-425.050129104642]]
[[-115.69519434708263], [383.49496786376034], [-425.0408940292445]]
[[-115.69374331342338], [382.5059084183861], [-425.0316593042457]]
[[-115.6922923348184], [381.5168864993415], [-425.02242492962546]]
[[-115.69084141126461], [380.5279021044908], [-425.01319090536396]]
[[-115.68939054275879], [379.53895523169865], [-425.0039572314413]]
[[-115.68793972929792], [378.55004587882945], [-424.9947239078375]]
[[-115.68648897087878], [377.56117404374817], [-424.9854909345326]]
[[-115.6850382674983], [376.57233972431976], [-424.9762583115067]]
[[-115.68358761915327], [375.5835429184094], [-424.96702603873985]]
[[-114.97957663479762], [374.0616667403617], [-422.7162559702428]]
[[-114.97814156152228], [373.074426535549], [-422.70708059084376]]
[[-114.97670654260538], [372.0872237259111], [-422.6979055589943]]
[[-114.97527157804382], [371.10005830932334], [-422.6887308746746]]
[[-114.9738366678345], [370.1129302836612], [-422.67955653786504]]
[[-114.9724018119743], [369.1258396468004], [-422.6703825485457]]
[[-114.9709670104602], [368.1387863966167], [-422.6612089066971]]
[[-114.96953226328907], [367.15177053098597], [-422.65203561229936]]
[[-114.96809757045784], [366.1647920477845], [-422.6428626653327]]
[[-115.66908416196658], [365.697637633246], [-424.874722570935]]
[[-114.96522834780266], [364.1909472201745], [-422.6245178136138]]
[[-114.96379381797257], [363.2040808715191], [-422.6153459088221]]
[[-114.96235934247001], [362.2172518967989], [-422.60617435138255]]
[[-114.96092492129195], [361.23046029389116], [-422.5970031412755]]
[[-114.95949055443522], [360.2437060606728], [-422.587832278481]]
[[-114.9580562418968], [359.2569891950211], [-422.5786617629797]]
[[-114.95662198367357], [358.2703096948134], [-422.5694915947517]]
[[-114.95518777976244], [357.28366755792763], [-422.5603217737771]]
[[-114.95375363016035], [356.297062782241], [-422.5511523000363]]
[[-114.95231953486424], [355.31049536563177], [-422.5419831735095]]
[[-114.95088549387093], [354.3239653059777], [-422.53281439417725]]
[[-114.94945150717744], [353.3374726011575], [-422.52364596201954]]
[[-114.94801757478065], [352.35101724904916], [-422.5144778770168]]
[[-114.24646499664843], [350.86701308327673], [-420.27171925774746]]
[[-114.24504653716444], [349.88210701659614], [-420.26260770643916]]
[[-114.24362813130641], [348.8972381850422], [-420.2534964996]]
[[-114.24220977907127], [347.9124065865035], [-420.24438563721037]]
[[-114.240791480456], [346.9276122188685], [-420.23527511925084]]
[[-114.23937323545756], [345.942855080026], [-420.22616494570195]]
[[-114.2379550440729], [344.95813516786507], [-420.2170551165441]]
[[-114.23653690629895], [343.97345248027494], [-420.20794563175775]]
[[-114.23511882213276], [342.98880701514463], [-420.19883649132333]]
[[-114.23370079157118], [342.00419877036364], [-420.1897276952214]]
[[-114.23228281461127], [341.0196277438217], [-420.1806192434323]]
[[-114.23086489124992], [340.0350939334085], [-420.1715111359368]]
[[-114.22944702148415], [339.0505973370139], [-420.16240337271506]]
[[-114.22802920531082], [338.0661379525282], [-420.1532959537477]]
[[-114.226611442727], [337.08171577784145], [-420.1441888790152]]
[[-114.22519373372961], [336.097330810844], [-420.13508214849804]]
[[-114.2237760783156], [335.1129830494266], [-420.1259757621767]]
[[-114.22235847648193], [334.12867249147985], [-420.11686972003173]]
[[-114.22094092822559], [333.1443991348948], [-420.1077640220435]]
[[-114.21952343354353], [332.1601629775622], [-420.0986586681924]]
[[-114.21810599243271], [331.17596401737336], [-420.0895536584593]]
[[-114.21668860489011], [330.1918022522199], [-420.08044899282436]]
[[-114.21527127091268], [329.20767767999286], [-420.0713446712683]]
[[-114.21385399049736], [328.2235902985842], [-420.06224069377134]]
[[-114.21243676364115], [327.23954010588574], [-420.05313706031427]]
[[-114.21101959034102], [326.25552709978956], [-420.04403377087726]]
[[-114.2096024705939], [325.27155127818764], [-420.03493082544117]]
[[-114.20818540439676], [324.2876126389723], [-420.0258282239863]]
[[-114.20676839174658], [323.3037111800361], [-420.01672596649314]]
[[-114.20535143264031], [322.31984689927174], [-420.00762405294216]]
[[-114.20393452707494], [321.3360197945719], [-419.9985224833141]]
[[-114.20251767504737], [320.35222986382956], [-419.98942125758936]]
[[-113.50354767865032], [318.9193580391333], [-417.7551316439599]]
[[-113.50214619225746], [317.9371090957033], [-417.7460865713551]]
[[-113.50074475873835], [316.9548972094854], [-417.73704183999286]]
[[-113.49934337808996], [315.97272237838285], [-417.7279974498539]]
[[-113.49794205030935], [314.9905846002987], [-417.71895340091896]]
[[-113.49654077539354], [314.0084838731362], [-417.70990969316864]]
[[-113.49513955333944], [313.0264201947987], [-417.70086632658365]]
[[-113.49373838414414], [312.0443935631899], [-417.6918233011448]]
[[-113.49233726780469], [311.0624039762135], [-417.6827806168326]]
[[-113.49093620431802], [310.0804514317735], [-417.67373827362786]]
[[-113.48953519368112], [309.0985359277738], [-417.6646962715114]]
[[-113.48813423589111], [308.1166574621187], [-417.65565461046367]]
[[-113.48673333094489], [307.1348160327127], [-417.64661329046544]]
[[-113.48533247883952], [306.1530116374603], [-417.6375723114976]]
[[-113.483931679572], [305.1712442742661], [-417.62853167354064]]
[[-113.48253093313936], [304.18951394103476], [-417.6194913765753]]
[[-113.48113023953859], [303.2078206356716], [-417.6104514205825]]
[[-113.47972959876668], [302.226164356082], [-417.6014118055426]]
[[-113.47832901082069], [301.24454510017085], [-417.59237253143664]]
[[-113.4769284756976], [300.2629628658437], [-417.5833335982451]]
[[-113.47552799339445], [299.28141765100634], [-417.57429500594884]]
[[-113.47412756390821], [298.29990945356457], [-417.56525675452843]]
[[-113.47272718723593], [297.3184382714244], [-417.5562188439648]]
[[-113.4713268633746], [296.3370041024917], [-417.5471812742385]]
[[-112.77480236448831], [294.9428817770529], [-415.3208660601181]]
[[-112.77341730515748], [293.9629812714736], [-415.3118842871547]]
[[-112.77203229797969], [292.9831176631109], [-415.30290285239136]]
[[-112.77064734295207], [292.00329094988086], [-415.2939217558089]]
[[-112.76926244007166], [291.0235011296997], [-415.28494099738833]]
[[-112.7678775893355], [290.0437482004838], [-415.27596057711054]]
[[-112.76649279074063], [289.0640321601495], [-415.26698049495644]]
[[-112.76510804428409], [288.08435300661387], [-415.25800075090694]]
[[-112.763723349963], [287.1047107377933], [-415.24902134494295]]
[[-112.76233870777436], [286.12510535160504], [-415.2400422770452]]
[[-112.76095411771529], [285.1455368459662], [-415.2310635471948]]
[[-112.75956957978279], [284.166005218794], [-415.22208515537267]]
[[-112.75818509397389], [283.18651046800596], [-415.21310710155973]]
[[-112.75680066028569], [282.2070525915196], [-415.20412938573674]]
[[-112.75541627871527], [281.22763158725286], [-415.1951520078847]]
[[-112.75403194925964], [280.2482474531235], [-415.1861749679846]]
[[-112.7526476719159], [279.2689001870497], [-415.1771982660171]]
[[-112.75126344668105], [278.28958978694965], [-415.1682219019634]]
[[-112.7498792735522], [277.3103162507418], [-415.1592458758044]]
[[-112.74849515252639], [276.3310795763447], [-415.15027018752085]]
[[-112.74711108360067], [275.35187976167697], [-415.1412948370938]]
[[-112.74572706677212], [274.3727168046576], [-415.1323198245042]]
[[-112.74434310203777], [273.3935907032056], [-415.12334514973276]]
[[-112.7429591893947], [272.41450145524004], [-415.1143708127606]]
[[-112.74157532883997], [271.4354490586803], [-415.10539681356875]]
[[-112.74019152037062], [270.45643351144594], [-415.0964231521379]]
[[-112.73880776398374], [269.4774548114566], [-415.08744982844905]]
[[-112.73742405967631], [268.498512956632], [-415.0784768424833]]
[[-112.73604040744554], [267.51960794489224], [-415.06950419422134]]
[[-112.73465680728833], [266.5407397741573], [-415.0605318836443]]
[[-112.04065481946039], [265.1940144631452], [-412.8424768190529]]
[[-112.03928637966308], [264.21667200323867], [-412.83355993617886]]
[[-112.03791799128796], [263.2393662691519], [-412.82464338837667]]
[[-112.03654965433209], [262.2620972588149], [-412.8157271756273]]
[[-112.03518136879262], [261.2848649701576], [-412.8068112979117]]
[[-112.03381313466666], [260.3076694011105], [-412.7978957552113]]
[[-112.03244495195122], [259.3305105496039], [-412.78898054750715]]
[[-112.03107682064348], [258.3533884135684], [-412.7800656747802]]
[[-112.02970874074056], [257.3763029909347], [-412.7711511370118]]
[[-112.02834071223948], [256.39925427963374], [-412.76223693418297]]
[[-112.0269727351374], [255.42224227759658], [-412.7533230662748]]
[[-112.02560480943143], [254.44526698275442], [-412.7444095332684]]
[[-112.02423693511867], [253.46832839303858], [-412.735496335145]]
[[-112.02286911219619], [252.49142650638058], [-412.7265834718856]]
[[-112.02150134066113], [251.51456132071203], [-412.7176709434714]]
[[-112.02013362051059], [250.53773283396484], [-412.70875874988354]]
[[-112.01876595174164], [249.56094104407094], [-412.6998468911031]]
[[-112.01739833435141], [248.58418594896253], [-412.6909353671113]]
[[-112.01603076833703], [247.60746754657183], [-412.6820241778892]]
[[-112.01466325369559], [246.63078583483136], [-412.673113323418]]
[[-112.01329579042414], [245.65414081167356], [-412.6642028036788]]
