-221;235;0
-221;0;0
-221;-234;0
0;223;0
0;0;0
0;-222;0
201;231;0
201;0;0
201;-212;0
384;203;0
384;0;0
384;-202;100
-168;218;100
-168;0;100
-168;-216;100
37;207;100
37;0;100
37;-206;100
223;198;100
223;0;100
223;-197;100
392;188;100
392;0;100
392;-187;100
