95;257
383;257
671;257
95;513
383;513
671;513
95;769
383;769
671;769
95;1024
383;1024
671;1024
95;257
383;257
671;257
95;513
383;513
671;513
95;769
383;769
671;769
95;1024
383;1024
671;1024
